,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_km,Time_Differece_in_minutes
3848,33.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,3.105355545118864,5.0
3849,31.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,18,5.951998478305192,10.0
3850,20.0,4.6,Fog,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,14,9.435201537430714,-1365.0
3851,38.0,5.0,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,6.29013467763468,5.0
3852,24.0,4.8,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,32,19.762382255532906,1040.0
3853,31.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,13.7884543583669,10.0
3854,25.0,4.9,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,30,6.058825169286296,15.0
3855,30.0,4.6,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Urban,21,9.220449825751995,10.0
3856,34.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,21,12.293508819559184,1102.49999998
3857,25.0,4.7,Sandstorms,High,2,Meal,motorcycle,0.0,No,Urban,12,3.0206347310381325,10.0
3859,30.0,4.4,Stormy,Jam,1,Snack,scooter,0.0,No,Urban,32,20.253258047708663,15.0
3860,33.0,4.3,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,37,7.762556904358444,-1145.00000002
3861,23.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,36,11.983624793092297,1217.5
3863,30.0,5.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,9.07437751153265,5.0
3864,33.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,18,19.976746466954737,10.0
3865,34.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Urban,24,1.5093844931452696,-559.99999998
3866,22.0,4.9,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,32,19.916274899797408,5.0
3867,27.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,17,17.078665498349437,15.0
3868,24.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,17,10.72562572441868,5.0
3869,27.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,14,10.707144604562082,-1430.0
3870,26.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,16.60095424935038,5.0
3871,28.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,30,19.762388480864143,10.0
3872,28.0,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,26,3.01882678715419,5.0
3873,30.0,4.7,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,20,7.683608397233649,10.0
3874,39.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,8.936297424957562,-1365.0
3875,31.0,4.6,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,33,5.992271563063166,5.0
3876,25.0,4.8,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,25,16.384351156454095,15.0
3877,20.0,4.9,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,16,1.5126653201046325,637.50000002
3878,31.0,4.6,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,39,10.42721501040702,15.0
3879,28.0,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,4.538407907862871,10.0
3880,22.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,Urban,16,9.179276688028636,5.0
3881,21.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,17,9.348431884826278,15.0
3882,28.0,4.7,Fog,High,2,Meal,motorcycle,0.0,No,Urban,20,2.9765992950452818,5.0
3883,35.0,4.0,Windy,Jam,0,Buffet,motorcycle,2.0,No,Semi-Urban,50,10.42736760615815,10.0
3884,25.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,19.36253000107492,15.0
3885,20.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.435201537430714,5.0
3886,28.0,4.2,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,31,17.097972861362276,1269.99999998
3887,23.0,4.8,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,5.992231876439081,-742.49999998
3888,23.0,4.0,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,33,5.992109491407674,15.0
3889,35.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,7.661373718933812,10.0
3890,24.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,19,3.1048037532854496,15.0
3891,20.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,23,3.145067434621583,5.0
3892,34.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,4.469606139374459,10.0
3893,23.0,5.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,39,10.417108580081402,1097.49999998
3894,39.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,7.761735387691425,1165.00000002
3895,29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,12,1.5092307910796248,15.0
3896,20.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Urban,15,20.207049940573643,5.0
3897,27.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,17,16.635629218678122,10.0
3898,23.0,4.6,Sunny,High,1,Meal,scooter,1.0,No,Urban,15,3.104686366912266,15.0
3899,23.0,4.6,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,31,13.789630729980562,1274.99999998
3900,24.0,4.9,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,1.572533729286321,10.0
3901,39.0,4.6,Sandstorms,Medium,1,Meal,scooter,1.0,No,Urban,26,6.1288740968464825,15.0
3902,37.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,32,9.22014751541987,5.0
3904,31.0,4.9,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,11.74860619557928,10.0
3906,38.0,4.9,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,6.209021101535612,10.0
3907,31.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,18,13.972036025783176,5.0
3908,36.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,9.348206267361393,10.0
3909,24.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,7.546676276224336,15.0
3910,26.0,4.5,Sandstorms,High,0,Drinks,motorcycle,0.0,No,Urban,23,6.217851597564986,-732.49999998
3911,35.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,53,10.41706579035871,15.0
3912,35.0,4.5,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,26,9.121375406203295,-1077.49999998
3913,37.0,4.8,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,13.405918573024548,5.0
3914,24.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,22,19.359307695550992,10.0
3915,24.0,4.8,Cloudy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,9.15772743793788,-1202.5
3916,36.0,4.7,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,30,7.448363764234237,5.0
3917,30.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,7.762461854550194,5.0
3918,28.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,26,8.929090496038414,5.0
3919,26.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,28,7.790177003822013,10.0
3920,31.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,24,17.13783007771357,15.0
3921,39.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,43,10.756273454297125,10.0
3922,21.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,20,9.348072739621903,10.0
3923,37.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,44,16.720605641529577,15.0
3924,27.0,4.9,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Urban,25,4.579062734595836,15.0
3925,24.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,14,9.326428318803536,15.0
3926,29.0,4.4,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,44,13.788852089943369,5.0
3928,31.0,4.8,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,26,13.98951247185446,5.0
3929,28.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,4.4941214368931,10.0
3930,34.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,7.683177078354373,15.0
3931,21.0,4.3,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,38,14.15280068944862,10.0
3932,30.0,4.2,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,32,6.147415198875053,10.0
3933,21.0,4.7,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,23,17.07362495419754,15.0
3934,32.0,5.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,10.756185975480651,10.0
3935,33.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,22,7.573225613488764,10.0
3936,25.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27,11.904780345542626,10.0
3937,36.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,7.862668167410368,1274.99999998
3938,28.0,4.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,39,10.683799592737405,10.0
3939,24.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,16.635820545592292,10.0
3940,36.0,4.5,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,9.076358225887674,10.0
3941,39.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,28,4.674341511234465,5.0
3942,20.0,4.0,Fog,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,32,10.280572823486576,1102.49999998
3943,36.0,4.6,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,12.072385194581402,15.0
3944,28.0,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,11.917779612813971,5.0
3945,23.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,18,4.469162258883671,5.0
3946,33.0,4.4,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,7.601066543768378,10.0
3947,28.0,4.8,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,36,19.97564217448985,5.0
3948,31.0,4.8,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,1.4897343062370805,10.0
3949,35.0,4.4,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,36,11.90512635589474,10.0
3950,23.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,1.536836906549953,5.0
3951,25.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,19,10.867908640310418,15.0
3952,26.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,19,1.552587981794714,10.0
3953,23.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,16.981594342110476,15.0
3954,36.0,4.9,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,32,9.076358225887674,5.0
3955,28.0,4.5,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,21,6.209735433842075,5.0
3956,37.0,4.7,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,13.61385032584042,5.0
3957,38.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,40,14.15280068944862,10.0
3958,28.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,10.867908640310418,15.0
3959,32.0,4.8,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,19,7.568320537709234,1050.0
3960,39.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,26,3.1161470193369545,5.0
3961,31.0,4.3,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,31,6.29013467763468,5.0
3962,20.0,4.8,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,28,12.236790662986138,15.0
3963,28.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,10.445203993933273,10.0
3964,20.0,4.9,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,21,1.5203488928264928,647.50000002
3965,26.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,11,3.145067434621583,15.0
3966,26.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,9.19149730046093,15.0
3967,37.0,5.0,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,6.053991527368519,5.0
3968,30.0,4.7,Sunny,High,1,Meal,scooter,1.0,No,Urban,21,1.5147861398649296,705.0
3970,38.0,5.0,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,34,4.588360239493078,5.0
3971,35.0,4.2,Cloudy,Low,1,Drinks,scooter,2.0,No,Metropolitian,37,19.659160370978903,-1365.0
3972,24.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,13.98951205355768,-1082.49999998
3973,38.0,4.6,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,41,17.13751702263965,10.0
3974,35.0,4.9,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,29,1.5524290130723983,5.0
3975,36.0,5.0,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,29,1.5322015943257514,10.0
3976,36.0,4.0,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,9.22058182647967,5.0
3977,28.0,4.5,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,50,6.0811084845161325,10.0
3978,36.0,5.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,47,11.007734763744615,15.0
3979,33.0,4.6,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,6.232303380306801,-914.99999998
3980,30.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,3.116455382882508,10.0
3981,20.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,14,4.469166522803337,5.0
3982,36.0,4.7,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,26,16.635820545592292,5.0
3983,32.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,20,12.100062421152574,15.0
3984,35.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,10.707345040408097,10.0
3985,33.0,5.0,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,20,16.902609492881677,15.0
3986,31.0,4.2,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,37,7.661331134220826,10.0
3987,26.0,5.0,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,24,17.07679057474372,10.0
3988,33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,24,10.642018863256986,5.0
3989,25.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,19.76237198367898,10.0
3990,20.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Urban,19,7.440983364732026,-1140.00000002
3991,21.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20.50758678093407,15.0
3992,26.0,4.8,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,26,10.27915704635116,15.0
3993,36.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,36,4.527535939190659,10.0
3994,39.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,28,16.635770753608572,1332.50000002
3995,30.0,4.0,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,9.348052751110616,15.0
3996,33.0,4.8,Fog,High,1,Drinks,scooter,1.0,No,Urban,38,1.5126859754657422,-685.0
3997,20.0,4.1,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,36,10.602504075104976,5.0
3998,28.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,9.220397882984718,15.0
3999,33.0,4.5,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Urban,16,19.617573744443128,1050.0
4000,24.0,4.6,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,13.828140500409722,15.0
4001,33.0,4.6,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,10.565155904264532,-1020.0
4002,31.0,4.7,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,29,4.537989684962583,15.0
4003,20.0,4.6,Windy,High,1,Snack,scooter,0.0,No,Urban,12,6.217860689144307,5.0
4004,32.0,4.9,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,21,6.050033592458703,15.0
4005,29.0,4.8,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,12.421407858787804,1332.50000002
4007,29.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,1.5321547990764786,10.0
4008,20.0,5.0,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,44,17.16552279552974,5.0
4009,21.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,1.536842088254878,10.0
4010,29.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,22,3.104402431477901,10.0
4011,29.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,15,1.5525722988574742,-564.99999998
4013,29.0,4.7,Cloudy,Medium,2,Drinks,scooter,0.0,No,Urban,15,9.056024276265346,-1087.49999998
4014,38.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,28,10.808376827928514,15.0
4015,29.0,4.6,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,23,6.080882967594328,-852.5
4016,23.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,15,20.44292976252901,5.0
4017,29.0,4.8,Windy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,23,6.120941769502898,10.0
4018,26.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,7.761498257466441,15.0
4019,37.0,4.9,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,10.427575355310204,10.0
4020,34.0,4.6,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,48,19.617581275547632,10.0
4021,37.0,4.9,Sunny,Medium,0,Meal,motorcycle,2.0,No,Urban,39,16.38508523506451,15.0
4022,29.0,5.0,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,21,14.15280068944862,-1254.99999998
4023,29.0,4.8,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18,19.83965909370899,1160.00000002
4024,36.0,4.9,Cloudy,High,2,Drinks,scooter,1.0,No,Urban,36,1.509439424217718,10.0
4025,24.0,4.5,Windy,High,1,Meal,scooter,0.0,No,Urban,24,6.081389116676368,5.0
4026,22.0,4.6,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,29,1.4899874085578333,15.0
4027,33.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,10.707006464770936,5.0
4028,34.0,5.0,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,6.1288740968464825,-914.99999998
4029,23.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,13.183266786378615,5.0
4030,31.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,10.427208660422918,10.0
4031,37.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20.86362506156607,5.0
4032,34.0,4.7,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,14.15280068944862,15.0
4033,31.0,4.6,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,17,1.5302594894332384,5.0
4034,34.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,44,13.789630729980562,-1025.0
4035,27.0,4.9,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,23,1.536836906549953,10.0
4036,39.0,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,7.761199672759851,10.0
4037,35.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,1.552331352726081,5.0
4038,34.0,4.7,Windy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,33,1.572533729286321,695.0
4039,27.0,4.8,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,25,16.72120319162223,15.0
4040,27.0,4.9,Stormy,High,1,Meal,scooter,0.0,No,Urban,21,6.118711846689728,-847.5
4041,21.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,7.761199672759851,10.0
4042,27.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,13.773737657079298,5.0
4043,23.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,12.256076445468295,10.0
4044,27.0,4.6,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Urban,11,14.021756535050493,5.0
4045,35.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,18,10.705468478530609,10.0
4046,28.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,10.880887117732282,15.0
4047,23.0,4.9,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,18,5.968814211616434,15.0
4048,35.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,1.513073455729525,5.0
4049,30.0,4.9,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,47,11.90486548713048,5.0
4050,35.0,4.5,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,30,4.663772762376294,15.0
4052,28.0,4.9,Fog,Medium,2,Meal,scooter,0.0,No,Urban,10,6.050438648835732,10.0
4053,25.0,5.0,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,30,17.29786575291325,1097.49999998
4054,38.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25,7.601870282547478,-1370.0
4055,30.0,4.8,Stormy,High,2,Meal,scooter,0.0,No,Metropolitian,27,6.080949025950904,15.0
4056,23.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,20.25304812543042,5.0
4057,28.0,4.6,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,15,9.435201537430714,5.0
4058,31.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,8.79014067052428,10.0
4059,33.0,3.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,10.906324615073055,15.0
4060,24.0,4.8,Sunny,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,14,16.63579806090435,1279.99999998
4061,21.0,4.7,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,41,11.007734763744615,15.0
4062,34.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,13,3.1089836948124367,10.0
4063,27.0,4.8,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,10.906065218662736,1279.99999998
4064,31.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,32,3.059554247595471,5.0
4065,20.0,4.7,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,18,9.31544163550089,15.0
4066,34.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,12.418394742110449,10.0
4067,37.0,4.5,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,17,7.562333809640329,15.0
4068,25.0,4.7,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,10.72504264384306,15.0
4069,29.0,4.8,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,9.314862687658117,10.0
4070,25.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,1.5204319193295497,-507.5
4071,26.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,12,19.915731481294102,1279.99999998
4072,27.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Metropolitian,25,10.60241776436208,10.0
4073,34.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,26,1.4898452333109369,10.0
4074,20.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,16.720678992752937,5.0
4075,25.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,44,4.595393825646015,10.0
4076,37.0,4.8,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,4.5967456266495255,1274.99999998
4077,27.0,4.9,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,24,10.255054073729376,10.0
4078,25.0,4.2,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,19.618656013659717,10.0
4080,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,25,3.0735433636637475,15.0
4081,39.0,4.3,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,38,12.580267822400964,10.0
4082,24.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,10.428102699087152,5.0
4083,30.0,4.7,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,7.600994631258685,15.0
4084,39.0,4.3,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,32,13.788581570141362,5.0
4085,39.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,9.22031682218032,15.0
4086,27.0,4.5,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,30,7.862668167410368,5.0
4087,26.0,4.6,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,39,10.86627754255923,5.0
4088,21.0,5.0,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,24,12.421407858787804,15.0
4089,39.0,4.9,Fog,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,42,17.0970739431768,-1192.5
4090,24.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,12.463937409087931,1327.50000002
4091,29.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,12,1.5524082366562466,15.0
4092,31.0,4.9,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,9.314862687658117,15.0
4093,34.0,4.5,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,4.657987774595949,10.0
4094,38.0,4.6,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,12.098761963862447,10.0
